puma12,county,county_name,County_Subdivision_Name,Place_Name,Total_pop_2010_census
101,6001,Alameda CA,Berkeley CCD,"Albany city, CA",18539
101,6001,Alameda CA,Berkeley CCD,"Berkeley city, CA",112580
102,6001,Alameda CA,Oakland CCD,"Emeryville city, CA",10080
102,6001,Alameda CA,Oakland CCD,"Oakland city, CA",148011
103,6001,Alameda CA,Oakland CCD,"Oakland city, CA",114562
103,6001,Alameda CA,Oakland CCD,"Piedmont city, CA",10667
103,6001,Alameda CA,Oakland CCD, ,0
104,6001,Alameda CA,Oakland CCD,"Oakland city, CA",124599
104,6001,Alameda CA,Oakland CCD,"San Leandro city, CA",9
105,6001,Alameda CA,Alameda CCD,"Alameda city, CA",73812
105,6001,Alameda CA,Berkeley CCD,"Albany city, CA",0
105,6001,Alameda CA,Berkeley CCD,"Berkeley city, CA",0
105,6001,Alameda CA,Fremont CCD,"Fremont city, CA",0
105,6001,Alameda CA,Hayward CCD,"Castro Valley CDP, CA",1338
105,6001,Alameda CA,Hayward CCD,"Hayward city, CA",0
105,6001,Alameda CA,Hayward CCD,"San Leandro city, CA",84832
105,6001,Alameda CA,Oakland CCD,"Emeryville city, CA",0
105,6001,Alameda CA,Oakland CCD,"Oakland city, CA",3552
106,6001,Alameda CA,Hayward CCD,"Ashland CDP, CA",21925
106,6001,Alameda CA,Hayward CCD,"Castro Valley CDP, CA",56565
106,6001,Alameda CA,Hayward CCD,"Cherryland CDP, CA",13354
106,6001,Alameda CA,Hayward CCD,"Fairview CDP, CA",6616
106,6001,Alameda CA,Hayward CCD,"Hayward city, CA",8526
106,6001,Alameda CA,Hayward CCD,"San Leandro city, CA",109
106,6001,Alameda CA,Hayward CCD,"San Lorenzo CDP, CA",23452
106,6001,Alameda CA,Hayward CCD, ,4205
107,6001,Alameda CA,Hayward CCD,"Castro Valley CDP, CA",3485
107,6001,Alameda CA,Hayward CCD,"Cherryland CDP, CA",1374
107,6001,Alameda CA,Hayward CCD,"Fairview CDP, CA",3387
107,6001,Alameda CA,Hayward CCD,"Hayward city, CA",135656
107,6001,Alameda CA,Hayward CCD,"Sunol CDP, CA",10
107,6001,Alameda CA,Hayward CCD,"Union City city, CA",1061
107,6001,Alameda CA,Hayward CCD, ,682
108,6001,Alameda CA,Fremont CCD,"Fremont city, CA",24325
108,6001,Alameda CA,Fremont CCD,"Hayward city, CA",0
108,6001,Alameda CA,Fremont CCD,"Newark city, CA",42573
108,6001,Alameda CA,Fremont CCD,"Union City city, CA",68455
108,6001,Alameda CA,Fremont CCD, ,49
109,6001,Alameda CA,Fremont CCD,"Fremont city, CA",189764
110,6001,Alameda CA,Livermore-Pleasanton CCD,"Dublin city, CA",46036
110,6001,Alameda CA,Livermore-Pleasanton CCD,"Hayward city, CA",4
110,6001,Alameda CA,Livermore-Pleasanton CCD,"Livermore city, CA",80968
110,6001,Alameda CA,Livermore-Pleasanton CCD,"Pleasanton city, CA",70285
110,6001,Alameda CA,Livermore-Pleasanton CCD,"Sunol CDP, CA",903
110,6001,Alameda CA,Livermore-Pleasanton CCD, ,3921
300,6003,Alpine CA,Markleeville CCD,"Alpine Village CDP, CA",114
300,6003,Alpine CA,Markleeville CCD,"Bear Valley CDP, CA",121
300,6003,Alpine CA,Markleeville CCD,"Kirkwood CDP, CA",97
300,6003,Alpine CA,Markleeville CCD,"Markleeville CDP, CA",210
300,6003,Alpine CA,Markleeville CCD,"Mesa Vista CDP, CA",200
300,6003,Alpine CA,Markleeville CCD, ,433
300,6005,Amador CA,Ione CCD,"Camanche North Shore CDP, CA",979
300,6005,Amador CA,Ione CCD,"Camanche Village CDP, CA",847
300,6005,Amador CA,Ione CCD,"Ione city, CA",7918
300,6005,Amador CA,Ione CCD,"Martell CDP, CA",53
300,6005,Amador CA,Ione CCD,"Sutter Creek city, CA",974
300,6005,Amador CA,Ione CCD, ,1609
300,6005,Amador CA,Jackson CCD,"Buena Vista CDP, CA",429
300,6005,Amador CA,Jackson CCD,"Jackson city, CA",4651
300,6005,Amador CA,Jackson CCD,"Martell CDP, CA",229
300,6005,Amador CA,Jackson CCD,"Pine Grove CDP, CA",47
300,6005,Amador CA,Jackson CCD,"Sutter Creek city, CA",0
300,6005,Amador CA,Jackson CCD, ,2369
300,6005,Amador CA,Pine Grove-Silver Lake CCD,"Buckhorn CDP, CA",2429
300,6005,Amador CA,Pine Grove-Silver Lake CCD,"Kirkwood CDP, CA",61
300,6005,Amador CA,Pine Grove-Silver Lake CCD,"Pine Grove CDP, CA",1806
300,6005,Amador CA,Pine Grove-Silver Lake CCD,"Pioneer CDP, CA",1094
300,6005,Amador CA,Pine Grove-Silver Lake CCD,"Red Corral CDP, CA",1413
300,6005,Amador CA,Pine Grove-Silver Lake CCD,"Volcano CDP, CA",59
300,6005,Amador CA,Pine Grove-Silver Lake CCD, ,2742
300,6005,Amador CA,Sutter Creek-Plymouth CCD,"Amador City city, CA",185
300,6005,Amador CA,Sutter Creek-Plymouth CCD,"Drytown CDP, CA",167
300,6005,Amador CA,Sutter Creek-Plymouth CCD,"Fiddletown CDP, CA",235
300,6005,Amador CA,Sutter Creek-Plymouth CCD,"Pine Grove CDP, CA",366
300,6005,Amador CA,Sutter Creek-Plymouth CCD,"Plymouth city, CA",1005
300,6005,Amador CA,Sutter Creek-Plymouth CCD,"River Pines CDP, CA",379
300,6005,Amador CA,Sutter Creek-Plymouth CCD,"Sutter Creek city, CA",1527
300,6005,Amador CA,Sutter Creek-Plymouth CCD,"Volcano CDP, CA",56
300,6005,Amador CA,Sutter Creek-Plymouth CCD, ,4462
300,6009,Calaveras CA,Angels City CCD,"Angels city, CA",3836
300,6009,Calaveras CA,Angels City CCD,"Copperopolis CDP, CA",3671
300,6009,Calaveras CA,Angels City CCD,"Murphys CDP, CA",2213
300,6009,Calaveras CA,Angels City CCD,"Vallecito CDP, CA",442
300,6009,Calaveras CA,Angels City CCD, ,2781
300,6009,Calaveras CA,Arnold-West Point CCD,"Arnold CDP, CA",3843
300,6009,Calaveras CA,Arnold-West Point CCD,"Avery CDP, CA",646
300,6009,Calaveras CA,Arnold-West Point CCD,"Dorrington CDP, CA",609
300,6009,Calaveras CA,Arnold-West Point CCD,"Forest Meadows CDP, CA",1249
300,6009,Calaveras CA,Arnold-West Point CCD,"Mountain Ranch CDP, CA",381
300,6009,Calaveras CA,Arnold-West Point CCD,"Rail Road Flat CDP, CA",475
300,6009,Calaveras CA,Arnold-West Point CCD,"West Point CDP, CA",674
300,6009,Calaveras CA,Arnold-West Point CCD, ,2759
300,6009,Calaveras CA,San Andreas CCD,"Mokelumne Hill CDP, CA",646
300,6009,Calaveras CA,San Andreas CCD,"Mountain Ranch CDP, CA",1247
300,6009,Calaveras CA,San Andreas CCD,"Rancho Calaveras CDP, CA",5325
300,6009,Calaveras CA,San Andreas CCD,"San Andreas CDP, CA",2783
300,6009,Calaveras CA,San Andreas CCD,"Valley Springs CDP, CA",3553
300,6009,Calaveras CA,San Andreas CCD,"Wallace CDP, CA",403
300,6009,Calaveras CA,San Andreas CCD, ,8042
300,6027,Inyo CA,Bishop CCD,"Bishop city, CA",3879
300,6027,Inyo CA,Bishop CCD,"Dixon Lane-Meadow Creek CDP, CA",2645
300,6027,Inyo CA,Bishop CCD,"Mesa CDP, CA",251
300,6027,Inyo CA,Bishop CCD,"Round Valley CDP, CA",435
300,6027,Inyo CA,Bishop CCD,"West Bishop CDP, CA",2607
300,6027,Inyo CA,Bishop CCD,"Wilkerson CDP, CA",563
300,6027,Inyo CA,Bishop CCD, ,2220
300,6027,Inyo CA,Death Valley CCD,"Furnace Creek CDP, CA",24
300,6027,Inyo CA,Death Valley CCD,"Shoshone CDP, CA",31
300,6027,Inyo CA,Death Valley CCD,"Tecopa CDP, CA",150
300,6027,Inyo CA,Death Valley CCD, ,560
300,6027,Inyo CA,Independence CCD,"Big Pine CDP, CA",1756
300,6027,Inyo CA,Independence CCD,"Independence CDP, CA",669
300,6027,Inyo CA,Independence CCD, ,143
300,6027,Inyo CA,Lone Pine CCD,"Cartago CDP, CA",92
300,6027,Inyo CA,Lone Pine CCD,"Darwin CDP, CA",43
300,6027,Inyo CA,Lone Pine CCD,"Homewood Canyon CDP, CA",44
300,6027,Inyo CA,Lone Pine CCD,"Keeler CDP, CA",66
300,6027,Inyo CA,Lone Pine CCD,"Lone Pine CDP, CA",2035
300,6027,Inyo CA,Lone Pine CCD,"Olancha CDP, CA",192
300,6027,Inyo CA,Lone Pine CCD,"Pearsonville CDP, CA",17
300,6027,Inyo CA,Lone Pine CCD,"Trona CDP, CA",18
300,6027,Inyo CA,Lone Pine CCD,"Valley Wells CDP, CA",0
300,6027,Inyo CA,Lone Pine CCD, ,106
300,6043,Mariposa CA,Coulterville CCD,"Buck Meadows CDP, CA",31
300,6043,Mariposa CA,Coulterville CCD,"Coultervillle CDP, CA",201
300,6043,Mariposa CA,Coulterville CCD,"Greeley Hill CDP, CA",915
300,6043,Mariposa CA,Coulterville CCD,"Lake Don Pedro CDP, CA",1077
300,6043,Mariposa CA,Coulterville CCD, ,1128
300,6043,Mariposa CA,Mariposa CCD,"Bear Valley CDP, CA",125
300,6043,Mariposa CA,Mariposa CCD,"Bootjack CDP, CA",960
300,6043,Mariposa CA,Mariposa CCD,"Catheys Valley CDP, CA",825
300,6043,Mariposa CA,Mariposa CCD,"El Portal CDP, CA",0
300,6043,Mariposa CA,Mariposa CCD,"Hornitos CDP, CA",75
300,6043,Mariposa CA,Mariposa CCD,"Mariposa CDP, CA",2173
300,6043,Mariposa CA,Mariposa CCD,"Midpines CDP, CA",1204
300,6043,Mariposa CA,Mariposa CCD, ,7735
300,6043,Mariposa CA,Yosemite Valley CCD,"El Portal CDP, CA",474
300,6043,Mariposa CA,Yosemite Valley CCD,"Fish Camp CDP, CA",59
300,6043,Mariposa CA,Yosemite Valley CCD,"Wawona CDP, CA",169
300,6043,Mariposa CA,Yosemite Valley CCD,"Yosemite Valley CDP, CA",1035
300,6043,Mariposa CA,Yosemite Valley CCD, ,65
300,6051,Mono CA,Mammoth Lakes CCD,"Aspen Springs CDP, CA",65
300,6051,Mono CA,Mammoth Lakes CCD,"Benton CDP, CA",280
300,6051,Mono CA,Mammoth Lakes CCD,"Chalfant CDP, CA",651
300,6051,Mono CA,Mammoth Lakes CCD,"Crowley Lake CDP, CA",875
300,6051,Mono CA,Mammoth Lakes CCD,"June Lake CDP, CA",629
300,6051,Mono CA,Mammoth Lakes CCD,"Lee Vining CDP, CA",222
300,6051,Mono CA,Mammoth Lakes CCD,"McGee Creek CDP, CA",41
300,6051,Mono CA,Mammoth Lakes CCD,"Mammoth Lakes town, CA",8234
300,6051,Mono CA,Mammoth Lakes CCD,"Mono City CDP, CA",164
300,6051,Mono CA,Mammoth Lakes CCD,"Paradise CDP, CA",153
300,6051,Mono CA,Mammoth Lakes CCD,"Sunny Slopes CDP, CA",182
300,6051,Mono CA,Mammoth Lakes CCD,"Swall Meadows CDP, CA",220
300,6051,Mono CA,Mammoth Lakes CCD, ,401
300,6051,Mono CA,North Mono CCD,"Bridgeport CDP, CA",575
300,6051,Mono CA,North Mono CCD,"Coleville CDP, CA",495
300,6051,Mono CA,North Mono CCD,"Mono City CDP, CA",8
300,6051,Mono CA,North Mono CCD,"Topaz CDP, CA",50
300,6051,Mono CA,North Mono CCD,"Walker CDP, CA",721
300,6051,Mono CA,North Mono CCD, ,236
300,6109,Tuolumne CA,East Sonora-Phoenix Lake CCD,"Cedar Ridge CDP, CA",447
300,6109,Tuolumne CA,East Sonora-Phoenix Lake CCD,"East Sonora CDP, CA",2266
300,6109,Tuolumne CA,East Sonora-Phoenix Lake CCD,"Mono Vista CDP, CA",3083
300,6109,Tuolumne CA,East Sonora-Phoenix Lake CCD,"Phoenix Lake CDP, CA",4269
300,6109,Tuolumne CA,East Sonora-Phoenix Lake CCD,"Sonora city, CA",1
300,6109,Tuolumne CA,East Sonora-Phoenix Lake CCD,"Soulsbyville CDP, CA",684
300,6109,Tuolumne CA,East Sonora-Phoenix Lake CCD, ,2740
300,6109,Tuolumne CA,Groveland CCD,"Groveland CDP, CA",601
300,6109,Tuolumne CA,Groveland CCD,"Pine Mountain Lake CDP, CA",2796
300,6109,Tuolumne CA,Groveland CCD, ,1527
300,6109,Tuolumne CA,Sonora CCD,"Chinese Camp CDP, CA",126
300,6109,Tuolumne CA,Sonora CCD,"Jamestown CDP, CA",3433
300,6109,Tuolumne CA,Sonora CCD,"Sonora city, CA",4902
300,6109,Tuolumne CA,Sonora CCD,"Tuttletown CDP, CA",381
300,6109,Tuolumne CA,Sonora CCD, ,11284
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Cedar Ridge CDP, CA",685
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Cold Springs CDP, CA",181
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Columbia CDP, CA",2297
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Long Barn CDP, CA",155
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Mi-Wuk Village CDP, CA",941
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Mono Vista CDP, CA",44
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Sierra Village CDP, CA",456
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Soulsbyville CDP, CA",1531
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Strawberry CDP, CA",86
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Tuolumne City CDP, CA",1779
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Tuttletown CDP, CA",287
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD,"Twain Harte CDP, CA",2226
300,6109,Tuolumne CA,Twain Harte-Tuolumne City CCD, ,6157
701,6007,Butte CA,Chico CCD,"Butte Creek Canyon CDP, CA",284
701,6007,Butte CA,Chico CCD,"Chico city, CA",84770
701,6007,Butte CA,Chico CCD,"Durham CDP, CA",306
701,6007,Butte CA,Chico CCD,"Nord CDP, CA",320
701,6007,Butte CA,Chico CCD, ,15146
701,6007,Butte CA,Durham CCD,"Durham CDP, CA",5212
701,6007,Butte CA,Durham CCD, ,85
701,6007,Butte CA,Paradise CCD,"Butte Creek Canyon CDP, CA",794
701,6007,Butte CA,Paradise CCD,"Butte Meadows CDP, CA",40
701,6007,Butte CA,Paradise CCD,"Chico city, CA",1417
701,6007,Butte CA,Paradise CCD,"Cohasset CDP, CA",847
701,6007,Butte CA,Paradise CCD,"Forest Ranch CDP, CA",1184
701,6007,Butte CA,Paradise CCD, ,984
702,6007,Butte CA,Biggs CCD,"Biggs city, CA",1707
702,6007,Butte CA,Biggs CCD,"Richvale CDP, CA",244
702,6007,Butte CA,Biggs CCD, ,1453
702,6007,Butte CA,Feather Falls CCD,"Berry Creek CDP, CA",1424
702,6007,Butte CA,Feather Falls CCD,"Clipper Mills CDP, CA",142
702,6007,Butte CA,Feather Falls CCD,"Concow CDP, CA",710
702,6007,Butte CA,Feather Falls CCD,"Forbestown CDP, CA",320
702,6007,Butte CA,Feather Falls CCD,"Paradise town, CA",0
702,6007,Butte CA,Feather Falls CCD,"Rackerby CDP, CA",26
702,6007,Butte CA,Feather Falls CCD,"Robinson Mill CDP, CA",80
702,6007,Butte CA,Feather Falls CCD,"Yankee Hill CDP, CA",333
702,6007,Butte CA,Feather Falls CCD, ,2122
702,6007,Butte CA,Gridley CCD,"Gridley city, CA",6584
702,6007,Butte CA,Gridley CCD, ,4352
702,6007,Butte CA,Oroville CCD,"Cherokee CDP, CA",69
702,6007,Butte CA,Oroville CCD,"Kelly Ridge CDP, CA",2544
702,6007,Butte CA,Oroville CCD,"Oroville city, CA",15546
702,6007,Butte CA,Oroville CCD,"Oroville East CDP, CA",7825
702,6007,Butte CA,Oroville CCD,"Palermo CDP, CA",15
702,6007,Butte CA,Oroville CCD,"South Oroville CDP, CA",5687
702,6007,Butte CA,Oroville CCD,"Thermalito CDP, CA",6646
702,6007,Butte CA,Oroville CCD, ,762
702,6007,Butte CA,Palermo CCD,"Bangor CDP, CA",646
702,6007,Butte CA,Palermo CCD,"Honcut CDP, CA",370
702,6007,Butte CA,Palermo CCD,"Oroville city, CA",0
702,6007,Butte CA,Palermo CCD,"Oroville East CDP, CA",455
702,6007,Butte CA,Palermo CCD,"Palermo CDP, CA",5367
702,6007,Butte CA,Palermo CCD,"Rackerby CDP, CA",178
702,6007,Butte CA,Palermo CCD,"South Oroville CDP, CA",55
702,6007,Butte CA,Palermo CCD, ,2015
702,6007,Butte CA,Paradise CCD,"Butte Creek Canyon CDP, CA",8
702,6007,Butte CA,Paradise CCD,"Butte Valley CDP, CA",899
702,6007,Butte CA,Paradise CCD,"Magalia CDP, CA",11310
702,6007,Butte CA,Paradise CCD,"Paradise town, CA",26218
702,6007,Butte CA,Paradise CCD,"Stirling City CDP, CA",295
702,6007,Butte CA,Paradise CCD, ,2204
1100,6011,Colusa CA,Central Colusa CCD,"Arbuckle CDP, CA",3028
1100,6011,Colusa CA,Central Colusa CCD,"College City CDP, CA",290
1100,6011,Colusa CA,Central Colusa CCD,"Maxwell CDP, CA",1103
1100,6011,Colusa CA,Central Colusa CCD,"Williams city, CA",5123
1100,6011,Colusa CA,Central Colusa CCD, ,2294
1100,6011,Colusa CA,East Colusa CCD,"Colusa city, CA",5971
1100,6011,Colusa CA,East Colusa CCD,"Grimes CDP, CA",391
1100,6011,Colusa CA,East Colusa CCD,"Princeton CDP, CA",303
1100,6011,Colusa CA,East Colusa CCD, ,2133
1100,6011,Colusa CA,West Colusa CCD,"Lodoga CDP, CA",197
1100,6011,Colusa CA,West Colusa CCD,"Stonyford CDP, CA",149
1100,6011,Colusa CA,West Colusa CCD, ,437
1100,6021,Glenn CA,Orland CCD,"Artois CDP, CA",103
1100,6021,Glenn CA,Orland CCD,"Hamilton City CDP, CA",1759
1100,6021,Glenn CA,Orland CCD,"Orland city, CA",7291
1100,6021,Glenn CA,Orland CCD, ,8445
1100,6021,Glenn CA,Willows CCD,"Artois CDP, CA",192
1100,6021,Glenn CA,Willows CCD,"Elk Creek CDP, CA",163
1100,6021,Glenn CA,Willows CCD,"Willows city, CA",6166
1100,6021,Glenn CA,Willows CCD, ,4003
1100,6103,Tehama CA,Corning CCD,"Corning city, CA",7663
1100,6103,Tehama CA,Corning CCD,"Richfield CDP, CA",306
1100,6103,Tehama CA,Corning CCD, ,6729
1100,6103,Tehama CA,East Tehama CCD,"Los Molinos CDP, CA",2037
1100,6103,Tehama CA,East Tehama CCD,"Manton CDP, CA",347
1100,6103,Tehama CA,East Tehama CCD,"Mineral CDP, CA",123
1100,6103,Tehama CA,East Tehama CCD,"Paynes Creek CDP, CA",57
1100,6103,Tehama CA,East Tehama CCD,"Vina CDP, CA",237
1100,6103,Tehama CA,East Tehama CCD, ,1088
1100,6103,Tehama CA,Red Bluff CCD,"Bend CDP, CA",619
1100,6103,Tehama CA,Red Bluff CCD,"Gerber CDP, CA",1060
1100,6103,Tehama CA,Red Bluff CCD,"Lake California CDP, CA",3054
1100,6103,Tehama CA,Red Bluff CCD,"Las Flores CDP, CA",187
1100,6103,Tehama CA,Red Bluff CCD,"Proberta CDP, CA",267
1100,6103,Tehama CA,Red Bluff CCD,"Red Bluff city, CA",14076
1100,6103,Tehama CA,Red Bluff CCD,"Tehama city, CA",418
1100,6103,Tehama CA,Red Bluff CCD, ,20680
1100,6103,Tehama CA,West Tehama CCD,"Flournoy CDP, CA",101
1100,6103,Tehama CA,West Tehama CCD,"Paskenta CDP, CA",112
1100,6103,Tehama CA,West Tehama CCD,"Rancho Tehama Reserve CDP, CA",1485
1100,6103,Tehama CA,West Tehama CCD, ,2817
1100,6105,Trinity CA,Hayfork CCD,"Hayfork CDP, CA",2368
1100,6105,Trinity CA,Hayfork CCD,"Hyampom CDP, CA",241
1100,6105,Trinity CA,Hayfork CCD, ,496
1100,6105,Trinity CA,Mad River CCD,"Mad River CDP, CA",420
1100,6105,Trinity CA,Mad River CCD,"Ruth CDP, CA",195
1100,6105,Trinity CA,Mad River CCD, ,360
1100,6105,Trinity CA,Northwest Trinity CCD,"Burnt Ranch CDP, CA",281
1100,6105,Trinity CA,Northwest Trinity CCD,"Junction City CDP, CA",662
1100,6105,Trinity CA,Northwest Trinity CCD,"Trinity Village CDP, CA",297
1100,6105,Trinity CA,Northwest Trinity CCD, ,1041
1100,6105,Trinity CA,Weaverville CCD,"Coffee Creek CDP, CA",217
1100,6105,Trinity CA,Weaverville CCD,"Douglas City CDP, CA",713
1100,6105,Trinity CA,Weaverville CCD,"Junction City CDP, CA",18
1100,6105,Trinity CA,Weaverville CCD,"Lewiston CDP, CA",1193
1100,6105,Trinity CA,Weaverville CCD,"Trinity Center CDP, CA",267
1100,6105,Trinity CA,Weaverville CCD,"Weaverville CDP, CA",3600
1100,6105,Trinity CA,Weaverville CCD, ,1417
1301,6013,Contra Costa CA,West Contra Costa CCD,"East Richmond Heights CDP, CA",149
1301,6013,Contra Costa CA,West Contra Costa CCD,"El Cerrito city, CA",1787
1301,6013,Contra Costa CA,West Contra Costa CCD,"El Sobrante CDP, CA",130
1301,6013,Contra Costa CA,West Contra Costa CCD,"North Richmond CDP, CA",3699
1301,6013,Contra Costa CA,West Contra Costa CCD,"Richmond city, CA",75917
1301,6013,Contra Costa CA,West Contra Costa CCD,"Rollingwood CDP, CA",2963
1301,6013,Contra Costa CA,West Contra Costa CCD,"San Pablo city, CA",29139
1301,6013,Contra Costa CA,West Contra Costa CCD, ,993
1302,6013,Contra Costa CA,West Contra Costa CCD,"Bayview CDP, CA",1754
1302,6013,Contra Costa CA,West Contra Costa CCD,"East Richmond Heights CDP, CA",3131
1302,6013,Contra Costa CA,West Contra Costa CCD,"El Cerrito city, CA",21762
1302,6013,Contra Costa CA,West Contra Costa CCD,"El Sobrante CDP, CA",12539
1302,6013,Contra Costa CA,West Contra Costa CCD,"Hercules city, CA",20945
1302,6013,Contra Costa CA,West Contra Costa CCD,"Kensington CDP, CA",5077
1302,6013,Contra Costa CA,West Contra Costa CCD,"Montalvin Manor CDP, CA",2876
1302,6013,Contra Costa CA,West Contra Costa CCD,"North Richmond CDP, CA",18
1302,6013,Contra Costa CA,West Contra Costa CCD,"Pinole city, CA",18390
1302,6013,Contra Costa CA,West Contra Costa CCD,"Richmond city, CA",26909
1302,6013,Contra Costa CA,West Contra Costa CCD,"Rodeo CDP, CA",59
1302,6013,Contra Costa CA,West Contra Costa CCD,"Rollingwood CDP, CA",6
1302,6013,Contra Costa CA,West Contra Costa CCD,"Tara Hills CDP, CA",5126
1302,6013,Contra Costa CA,West Contra Costa CCD, ,79
1303,6013,Contra Costa CA,Briones CCD,"Alhambra Valley CDP, CA",592
1303,6013,Contra Costa CA,Briones CCD,"Hercules city, CA",2952
1303,6013,Contra Costa CA,Briones CCD,"Martinez city, CA",139
1303,6013,Contra Costa CA,Briones CCD,"Orinda city, CA",0
1303,6013,Contra Costa CA,Briones CCD,"Richmond city, CA",875
1303,6013,Contra Costa CA,Briones CCD, ,817
1303,6013,Contra Costa CA,Central Contra Costa CCD,"Alhambra Valley CDP, CA",296
1303,6013,Contra Costa CA,Central Contra Costa CCD,"Concord city, CA",36035
1303,6013,Contra Costa CA,Central Contra Costa CCD,"Lafayette city, CA",0
1303,6013,Contra Costa CA,Central Contra Costa CCD,"Martinez city, CA",35337
1303,6013,Contra Costa CA,Central Contra Costa CCD,"Mountain View CDP, CA",2372
1303,6013,Contra Costa CA,Central Contra Costa CCD,"Pacheco CDP, CA",3685
1303,6013,Contra Costa CA,Central Contra Costa CCD,"Pleasant Hill city, CA",29564
1303,6013,Contra Costa CA,Central Contra Costa CCD,"Reliez Valley CDP, CA",913
1303,6013,Contra Costa CA,Central Contra Costa CCD,"Vine Hill CDP, CA",3761
1303,6013,Contra Costa CA,Central Contra Costa CCD, ,212
1303,6013,Contra Costa CA,West Contra Costa CCD,"Crockett CDP, CA",3094
1303,6013,Contra Costa CA,West Contra Costa CCD,"Hercules city, CA",163
1303,6013,Contra Costa CA,West Contra Costa CCD,"Port Costa CDP, CA",190
1303,6013,Contra Costa CA,West Contra Costa CCD,"Rodeo CDP, CA",8620
1303,6013,Contra Costa CA,West Contra Costa CCD, ,8
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Acalanes Ridge CDP, CA",1137
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Alamo CDP, CA",13637
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Alhambra Valley CDP, CA",36
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Castle Hill CDP, CA",1299
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Danville town, CA",3830
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Diablo CDP, CA",964
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Lafayette city, CA",23893
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Martinez city, CA",348
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Moraga town, CA",16016
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Orinda city, CA",17643
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Pleasant Hill city, CA",1598
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Reliez Valley CDP, CA",2188
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Saranap CDP, CA",5202
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Contra Costa Centre CDP, CA",0
1304,6013,Contra Costa CA,Central Contra Costa CCD,"Walnut Creek city, CA",29490
1304,6013,Contra Costa CA,Central Contra Costa CCD, ,503
1305,6013,Contra Costa CA,Central Contra Costa CCD,"Alamo CDP, CA",0
1305,6013,Contra Costa CA,Central Contra Costa CCD,"Blackhawk CDP, CA",389
1305,6013,Contra Costa CA,Central Contra Costa CCD,"Danville town, CA",33560
1305,6013,Contra Costa CA,Central Contra Costa CCD,"Diablo CDP, CA",0
1305,6013,Contra Costa CA,Central Contra Costa CCD,"Norris Canyon CDP, CA",957
1305,6013,Contra Costa CA,Central Contra Costa CCD,"San Ramon city, CA",49525
1305,6013,Contra Costa CA,Central Contra Costa CCD, ,85
1305,6013,Contra Costa CA,Tassajara CCD,"Blackhawk CDP, CA",8965
1305,6013,Contra Costa CA,Tassajara CCD,"Camino Tassajara CDP, CA",2197
1305,6013,Contra Costa CA,Tassajara CCD,"Danville town, CA",4649
1305,6013,Contra Costa CA,Tassajara CCD,"Diablo CDP, CA",194
1305,6013,Contra Costa CA,Tassajara CCD,"San Ramon city, CA",22623
1305,6013,Contra Costa CA,Tassajara CCD, ,1441
1306,6013,Contra Costa CA,Central Contra Costa CCD,"Alamo CDP, CA",933
1306,6013,Contra Costa CA,Central Contra Costa CCD,"Clayton city, CA",10897
1306,6013,Contra Costa CA,Central Contra Costa CCD,"Concord city, CA",52203
1306,6013,Contra Costa CA,Central Contra Costa CCD,"North Gate CDP, CA",679
1306,6013,Contra Costa CA,Central Contra Costa CCD,"Pleasant Hill city, CA",1990
1306,6013,Contra Costa CA,Central Contra Costa CCD,"San Miguel CDP, CA",3392
1306,6013,Contra Costa CA,Central Contra Costa CCD,"Shell Ridge CDP, CA",959
1306,6013,Contra Costa CA,Central Contra Costa CCD,"Contra Costa Centre CDP, CA",5364
1306,6013,Contra Costa CA,Central Contra Costa CCD,"Walnut Creek city, CA",34683
1306,6013,Contra Costa CA,Central Contra Costa CCD, ,1111
1307,6013,Contra Costa CA,Antioch-Pittsburg CCD,"Antioch city, CA",498
1307,6013,Contra Costa CA,Antioch-Pittsburg CCD,"Bay Point CDP, CA",18900
1307,6013,Contra Costa CA,Antioch-Pittsburg CCD,"Concord city, CA",393
